0.0014652,-0.0013985,0.3311
0.0017422,-0.0013895,0.3311
0.0020193,-0.0013844,0.3311
0.0022964,-0.0013833,0.3311
0.0025735,-0.0013868,0.3311
0.0028506,-0.0013943,0.3311
0.0031275,-0.0014059,0.3311
0.0034041,-0.0014219,0.3311
0.0036805,-0.0014422,0.3311
0.0039566,-0.0014665,0.3311
0.0042323,-0.0014951,0.3311
0.0045074,-0.0015281,0.3311
0.0047821,-0.001565,0.3311
0.0050562,-0.0016061,0.3311
0.0053295,-0.0016516,0.3311
0.0056022,-0.0017011,0.3311
0.0058741,-0.0017545,0.3311
0.0061452,-0.0018123,0.3311
0.0064154,-0.001874,0.3311
0.0066846,-0.0019395,0.3311
0.0069529,-0.0020091,0.3311
0.0072201,-0.0020828,0.3311
0.0074862,-0.0021601,0.3311
0.0077512,-0.0022411,0.3311
0.008015,-0.0023262,0.3311
0.0082775,-0.0024149,0.3311
0.0085389,-0.002507,0.3311
0.0087989,-0.0026028,0.3311
0.0090576,-0.0027024,0.3311
0.0093149,-0.0028052,0.3311
0.0095709,-0.0029113,0.3311
0.0098255,-0.003021,0.3311
0.010079,-0.003134,0.3311
0.01033,-0.0032501,0.3311
0.01058,-0.0033693,0.3311
0.010829,-0.0034916,0.3311
0.011076,-0.0036171,0.3311
0.011322,-0.0037456,0.3311
0.011566,-0.0038768,0.3311
0.011808,-0.0040109,0.3311
0.012049,-0.0041477,0.3311
0.012289,-0.0042875,0.3311
0.012526,-0.0044299,0.3311
0.012763,-0.0045747,0.3311
0.012997,-0.0047221,0.3311
0.01323,-0.004872,0.3311
0.013462,-0.0050243,0.3311
0.013692,-0.0051791,0.3311
0.01392,-0.0053362,0.3311
0.014147,-0.0054955,0.3311
0.014372,-0.005657,0.3311
0.014596,-0.0058206,0.3311
0.014818,-0.0059863,0.3311
0.015039,-0.006154,0.3311
0.015258,-0.0063238,0.3311
0.015475,-0.0064956,0.3311
0.015691,-0.0066692,0.3311
0.015906,-0.0068448,0.3311
0.016119,-0.0070221,0.3311
0.01633,-0.0072011,0.3311
0.01654,-0.0073819,0.3311
0.016749,-0.0075644,0.3311
0.016956,-0.0077485,0.3311
0.017162,-0.0079342,0.3311
0.017366,-0.0081215,0.3311
0.017569,-0.0083103,0.3311
0.01777,-0.0085005,0.3311
0.01797,-0.0086923,0.3311
0.018169,-0.0088854,0.3311
0.018367,-0.00908,0.3311
0.018563,-0.0092759,0.3311
0.018757,-0.0094731,0.3311
0.018951,-0.0096716,0.3311
0.019143,-0.0098713,0.3311
0.019334,-0.010072,0.3311
0.019523,-0.010274,0.3311
0.019711,-0.010478,0.3311
0.019898,-0.010682,0.3311
0.020084,-0.010888,0.3311
0.020269,-0.011095,0.3311
0.020452,-0.011302,0.3311
0.020635,-0.011511,0.3311
0.020816,-0.011721,0.3311
0.020995,-0.011932,0.3311
0.021174,-0.012144,0.3311
0.021352,-0.012356,0.3311
0.021528,-0.01257,0.3311
0.021704,-0.012785,0.3311
0.021878,-0.013,0.3311
0.022051,-0.013216,0.3311
0.022223,-0.013434,0.3311
0.022394,-0.013652,0.3311
0.022565,-0.01387,0.3311
0.022734,-0.01409,0.3311
0.022902,-0.014311,0.3311
0.023069,-0.014532,0.3311
0.023235,-0.014754,0.3311
0.0234,-0.014976,0.3311
0.023564,-0.0152,0.3311
0.023727,-0.015424,0.3311
0.023889,-0.015649,0.3311
0.02405,-0.015874,0.3311
0.02421,-0.0161,0.3311
0.02437,-0.016327,0.3311
0.024528,-0.016554,0.3311
0.024686,-0.016782,0.3311
0.024842,-0.017011,0.3311
0.024998,-0.01724,0.3311
0.025153,-0.01747,0.3311
0.025307,-0.0177,0.3311
0.02546,-0.017931,0.3311
0.025613,-0.018163,0.3311
0.025764,-0.018395,0.3311
0.025915,-0.018627,0.3311
0.026065,-0.01886,0.3311
0.026214,-0.019094,0.3311
0.026362,-0.019328,0.3311
0.02651,-0.019563,0.3311
0.026657,-0.019798,0.3311
0.026803,-0.020033,0.3311
0.026948,-0.020269,0.3311
0.027092,-0.020506,0.3311
0.027236,-0.020743,0.3311
0.027379,-0.02098,0.3311
0.027522,-0.021218,0.3311
0.027663,-0.021456,0.3311
0.027804,-0.021695,0.3311
0.027944,-0.021934,0.3311
0.028084,-0.022173,0.3311
0.028222,-0.022413,0.3311
0.028361,-0.022653,0.3311
0.028498,-0.022894,0.3311
0.028635,-0.023135,0.3311
0.028771,-0.023376,0.3311
0.028907,-0.023618,0.3311
0.029041,-0.02386,0.3311
0.029176,-0.024103,0.3311
0.029309,-0.024346,0.3311
0.029442,-0.024589,0.3311
0.029575,-0.024832,0.3311
0.029706,-0.025076,0.3311
0.029837,-0.02532,0.3311
0.029968,-0.025565,0.3311
0.030098,-0.025809,0.3311
0.030227,-0.026055,0.3311
0.030356,-0.0263,0.3311
0.030484,-0.026546,0.3311
0.030612,-0.026792,0.3311
0.030739,-0.027038,0.3311
0.030865,-0.027285,0.3311
0.030935,-0.027391,0.3311
0.031025,-0.02748,0.3311
0.031132,-0.027549,0.3311
0.03125,-0.027593,0.3311
0.031376,-0.027612,0.3311
0.031503,-0.027603,0.3311
0.031625,-0.027568,0.3311
0.031737,-0.027509,0.3311
0.031834,-0.027427,0.3311
0.031911,-0.027326,0.3311
0.031966,-0.027212,0.3311
0.031995,-0.027088,0.3311
0.031998,-0.026961,0.3311
0.031974,-0.026837,0.3311
0.031868,-0.026496,0.3311
0.031763,-0.026155,0.3311
0.031656,-0.025814,0.3311
0.03155,-0.025474,0.3311
0.031442,-0.025134,0.3311
0.031334,-0.024794,0.3311
0.031226,-0.024454,0.3311
0.031116,-0.024114,0.3311
0.031006,-0.023775,0.3311
0.030896,-0.023436,0.3311
0.030784,-0.023096,0.3311
0.030673,-0.022758,0.3311
0.03056,-0.022419,0.3311
0.030447,-0.022081,0.3311
0.030333,-0.021743,0.3311
0.030218,-0.021405,0.3311
0.030103,-0.021067,0.3311
0.029987,-0.02073,0.3311
0.02987,-0.020392,0.3311
0.029752,-0.020056,0.3311
0.029634,-0.019719,0.3311
0.029515,-0.019383,0.3311
0.029395,-0.019047,0.3311
0.029275,-0.018711,0.3311
0.029153,-0.018375,0.3311
